index,FINAL Sample NAME,Sequential G3 Sample No.,Biological Replicate No. (if applicable),"Preservative (Formalin, Acid Lugol's, Slide)",Cruise/ Expedition ID,Cruise/Expedition Name,Collection date (MM/DD/YY),Field Sample Name,Dive No./ Station No./ Cast No.,Sampling method,Region,Area within region,Additional Description Sampling Location,Depth (m),Altitude (m),Latitude,Longitude,Start time (local),End time (local),Start time (UTC),End time (UTC),Temp (°C),pH,Salinity (ppt),Oxygen (µM),Methane (µM),Other chem,Other chem (units X),Field Notes,Personnel Responsible for Collecting Sample,Sample Location in Lab,Station #,Net #,Date (UTC) ,Target Depth (m),Time 1 (UTC) ,Latitude 1,Longitude 1,GPS SOG 1,Wind Speed 1 (knots),Water Temp 1 (deg C) ,Bottom Depth 1 (m) ,Time 2 (UTC) ,Latitude 2,Longitude 2,GPS SOG 2,Wind Speed 2 (knots),Water Temp 2 (deg C) ,Bottom Depth 2,Time 3 (UTC) ,Latitude 3,Longitude 3,GPS SOG 3,Wind Speed 3 (knots),Water Temp 3 (deg C) ,Bottom Depth 3,Total Time In Water ,Sea State,Sampler(s),Flow Meter Type,Flow Meter SN,Flow Meter Start,Flow Meter End,Pressure Sensor SN,Pressure Sensor File Name,Actual Depth Reached (m),Number of 250 ml Ethanol Preservations,Number of 500 ml Ethanol Preservations,Number of 250 ml Formalin Preservations,Number of 500 ml Formalin Preservations,Comments,tow_type,Flow Meter 1 SN,Flow Meter 1 location,Flow Meter 1 Average Spin,Flow Meter 1 Start,Flow Meter 1 End,Flow Meter  1 Difference,Flow Meter 2 SN,Flow Meter 2 location,Flow Meter 2 Average Spin,Flow Meter 2 Start,Flow Meter 2 End,Flow Meter 2 Difference,Total Wire Out Required (m),Deployment Winch Speed (m/min),Recovery Winch Speed (m/min),Depth 1 (m),Time at Depth 1 (min),Depth 2 (m),Time at Depth 2 (min),"Wire Out, Wire Angle Pairings (m/°)",Number of 250 ml Ethanol Preservations (100) ,Number of 500 ml Ethanol Preservations (100),Number of 250 ml Ethanol Preservations (200) ,Number of 500 ml Ethanol Preservations (200),Time at Depth 1 (MM:ss),Number of 250 ml Ethanol Preservations (335-1),Number of 500 ml Ethanol Preservations (335-1),Number of 250 ml Formalin Preservations (335-2),Number of 500 ml Formalin Preservations (335-2)
202,P170.E.WCOA21,170,,E,WCOA21,,,B200_C41_EtOH,C41,Bongo 200,,,,,,,,,,,,,,,,,,,,,,C41,B100-200_C41,2-Jul-21,100,9:21,47 06.1049 N,125 11.6295 W,1.7,13.88,15.545,1563.06,9:27,47 05.9320 N,125 11.6465 W,1.8,9,15.552,1535.52,9:34,47 05.7227 N,125 11.6985 W,1.7,12.95,15.446,1494.87,0:13,4-6,"MMS, NG, BD",General Oceanics,,,,U-16454,B100-200_C41_pressure,104.07,,,,,,Bongo 200 and Bongo 100,B30498,100  µm (outboard),120.5,125112,149635,24523,B30497,200  µm (inboard),121.25,149054,173823,24769,141,30,20,100,0,NA,NA,"75/46, 141/49, 75/50, 0/25",0,1,0,1,,,,,
205,P171.E.WCOA21,171,,E,WCOA21,,,B200_NH10_EtOH,NH10,Bongo 200,,,,,,,,,,,,,,,,,,,,,,NH10,B100-200_NH10,4-Jul-21,surface,8:30,44 39.2533 N,124 18.2980 W,1,15.41,13.586,76.64,NA,NA,NA,NA,NA,NA,NA,8:51,44 39.4348 N,124 18.8143 W,1.1,13.81,13.578,75.73,0:21,6-8,"MMS, NG, BD",General Oceanics,,,,U-16454,B100-200_NH10_pressure,3.87,,,,,deploying bongo like neuston -- because shallow and lot of algae,Bongo 200 and Bongo 100,B30498,100  µm (outboard),120.5,149639,159007,9368,B30497,200  µm (inboard),121.25,173847,191241,17394,NA,NA,NA,surface,20:00,NA,NA,NA,0,1,0,1,,,,,
208,P172.E.WCOA21,172,,E,WCOA21,,,B200_HH20_EtOH,HH20,Bongo 200,,,,,,,,,,,,,,,,,,,,,,HH20,B100-200_HH20,5-Jul-21,100,9:24,43 59.7262 N,124 36.7654 W,1.2,19.46,14.205,147.98,9:29,43 59.8414 N,124 36.9323 W,1.7,17.5,14.2,143.36,9:37,44 00.0381 N,124 37.0417 W,1.8,16.06,14.217,144.39,0:13,4-6,"MMS, NG, BD",General Oceanics,,,,U-16454,B100-200_HH20_pressure,105.2,,,,,,Bongo 200 and Bongo 100,B30498,100  µm (outboard),120.5,159177,184111,24934,B30497,200  µm (inboard),121.25,191458,217177,25719,141,30,20,100,0,NA,NA,"75/40, 141/46, 75/50, 0/51",0,1,0,1,,,,,
211,P173.E.WCOA21,173,,E,WCOA21,,,B200_B66_EtOH,B66,Bongo 200,,,,,,,,,,,,,,,,,,,,,,B66,B100-200_B66,6-Jul-21,100,9:39,41 44.3734 N,125 40.8233 W,1.7,21.23,15.476,2889.79,9:44,41 44.4911 N,125 40.9157 W,1.6,22.56,15.479,2870.92,9:59,41 44.7542 N,125 41.1072 W,1.1,19.42,15.482,2858.28,0:20,8-10,"MMS, NG, BD",General Oceanics,,,,U-16454,B100-200_B66_pressure,80.74,,,,,slow recovery speed because other nets had so little biomass,Bongo 200 and Bongo 100,B30498,100  µm (outboard),120.5,184090,223399,39309,B30497,200  µm (inboard),121.25,217168,263140,45972,141,30,10,100,1:16,NA,NA,"85/52, 141/56, 75/48, 0/50",1,0,1,0,,,,,
214,P174.E.WCOA21,174,,E,WCOA21,,,B200_PA3_EtOH,PA3,Bongo 200,,,,,,,,,,,,,,,,,,,,,,PA3,B100-200_PA3,10-Jul-21,75,8:07,38 54.1118 N,123 47.7328 W,1.8,22.96,10.818,94.40,8:11,38 54.1913 N,123 47.8076 W,1.3,22.14,10.833,95.38,8:15,38 54.2729 N,123 47.8769 W,0.8,21.55,10.826,96.18,0:08,8-10,"MMS, NG, CI, BD",General Oceanics,,,,U-16454,B100-200_PA3_pressure,87.61,,,,,surface current; high wire angle near surface,Bongo 200 and Bongo 100,B30498,100  µm (outboard),120.5,223449,232365,8916,B30497,200  µm (inboard),121.25,263108,283247,20139,106,30,30,75,0,NA,NA,"75/47, 106/46, 75/53, 0/49",0,1,1,0,,,,,
217,P175.E.WCOA21,175,,E,WCOA21,,,B200_PR15_EtOH,PR15,Bongo 200,,,,,,,,,,,,,,,,,,,,,,PR15,B100-200_PR15,11-Jul-21,70,9:35,37 52.2896 N,123 04.9353 W,1.1,19.30,11.532,84.72,9:39,37 52.3484 N,123 05.0428 W,1.5,21.27,11.649,84.23,9:44,37 52.4016 N,123 05.1498 W,1.1,21.21,11.655,85.00,0:09,6-8,"MMS, NG, CI, BD",General Oceanics,,,,U-16454,B100-200_PR15_pressure,67.49,,,,,bongo nets ripped during a storm; first tow with new replacement nets; flow meters also refilled,Bongo 200 and Bongo 100,B30498,100  µm (outboard),120.5,232676,247222,14546,B30497,200  µm (inboard),121.25,283151,301692,18541,99,30,20,70,0:15,NA,NA,"75/50, 99/51, 75/49, 0/46",1,0,1,0,,,,,
220,P176.E.WCOA21,176,,E,WCOA21,,,B200_GGTX1_EtOH,GGTX1,Bongo 200,,,,,,,,,,,,,,,,,,,,,,GGTX1,B100-200_GGTX1,13-Jul-21,90,6:54,37 38.8438 N,123 02.1008 W,1.3,14.97,11.988,113.08,6:59,37 38.8987 N,123 02.2556 W,1.7,15.85,11.982,112.32,7:07,37 38.9749 N,123 02.4781 W,1.8,15.80,11.992,113.64,0:13,4-6,"MMS, NG, CI, ST",General Oceanics,,,,U-16454,B100-200_GGTX1_pressure,94.61,,,,,,Bongo 200 and Bongo 100,B30498,100  µm (outboard),120.5,247258,270920,23662,B30497,200  µm (inboard),121.25,301747,326185,24438,127,30,20,90,0,NA,NA,"75/39, 127/44, 75/44, 0/44",1,0,1,0,,,,,
223,P177.E.WCOA21,177,,E,WCOA21,,,B200_ML60_EtOH,ML60,Bongo 200,,,,,,,,,,,,,,,,,,,,,,ML60,B100-200_ML60,14-Jul-21,100,9:08,36 27.4279 N,122 46.3705 W,1.6,15.08,14.760,2720.93,9:14,36 27.5248 N,122 46.5385 W,2.1,10.14,14.758,2951.85,9:21,36 27.6581 N,122 46.7738 W,1.9,10.17,14.757,2959.27,0:13,6-8,"MMS, NG, CI, BD",General Oceanics,,,,U-16454,B100-200_ML60_pressure,101.14,,,,,seems to be a strong current <10 m; bad wire angles on recovery,Bongo 200 and Bongo 100,B30498,100  µm (outboard),120.5,271164,291370,20206,B30497,200  µm (inboard),121.25,326411,348467,22056,141,30,20,100,0,NA,NA,"75/32, 141/48, 75/51, 0/30",1,0,1,0,,,,,
226,P178.E.WCOA21,178,,E,WCOA21,,,B200_ML11_EtOH,ML11,Bongo 200,,,,,,,,,,,,,,,,,,,,,,ML11,B100-200_ML11,15-Jul-21,100,8:04,36 44.1209 N,121 58.3280 W,1.7,2.96,13.540,134.46,8:10,36 43.9966 N,121 58.4374 W,1.7,5.04,13.604,150.36,8:24,36 43.6461 N,121 58.7510 W,1.7,7.29,13.833,337.25,0:20,2-4,"MMS, NG, CI, BD",General Oceanics,,,,U-16454,B100-200_ML11_pressure,106.7,,,,,,Bongo 200 and Bongo 100,B30498,100  µm (outboard),120.5,291404,328014,36610,B30497,200  µm (inboard),121.25,348475,387837,39362,141,30,10,100,0,NA,NA,"75/40, 141/49, 75/49, 0/39",0,1,1,0,,,,,
229,P179.E.WCOA21,179,,E,WCOA21,,,B200_73.3-70_EtOH,73.3-70,Bongo 200,,,,,,,,,,,,,,,,,,,,,,73.3-70,B100-200_73.3-70,16-Jul-21,100,11:10,34 59.2289 N,122 40.8673 W,0.6,19.79,15.018,4053.57,11:16,34 59.3513 N,122 40.9980 W,1.8,18.23,15.004,4301.46,11:23,34 59.4684 N,122 41.1425 W,1.9,18.27,15.007,4053.42,0:13,4-6,"MMS, NG, CI, BD",General Oceanics,,,,U-16454,B100-200_73.3-70_pressure,95.41,,,,,small tear on seam of 200 um net (near opening) ,Bongo 200 and Bongo 100,B30498,100  µm (outboard),120.5,328010,344545,16535,B30497,200  µm (inboard),121.25,387847,408622,20775,141,30,20,100,0,NA,NA,"75/49, 141/50, 75/49, 0/44",0,2,0,2,,,,,
232,P180.E.WCOA21,180,,E,WCOA21,,,B200_CCE1_EtOH,CCE1,Bongo 200,,,,,,,,,,,,,,,,,,,,,,CCE1,B100-200_CCE1,17-Jul-21,100,8:42,33 29.7137 N,122 33.2865 W,1.1,20.71,16.743,3976.67,8:47,33 29.8274 N,122 33.3737 W,1.9,20.06,16.742,3978.87,9:04,33 30.1801 N,122 33.6534 W,1.3,22.46,16.722,3982.72,0:22,4-6,"MMS, NG, CI, BD",General Oceanics,,,,U-16454,B100-200_CCE1_pressure,99.51,,,,,,Bongo 200 and Bongo 100,B30498,100  µm (outboard),120.5,344936,380928,35992,B30497,200  µm (inboard),121.25,409374,449552,40178,141,30,10,100,0:45,NA,NA,"75/42, 141/50, 75/50, 0/29",1,0,1,0,,,,,
235,P181.E.WCOA21,181,,E,WCOA21,,,B200_CCE2_EtOH,CCE2,Bongo 200,,,,,,,,,,,,,,,,,,,,,,CCE2,B100-200_CCE2,18-Jul-21,100,7:17,34 19.2256 N,120 49.1253 W,1.7,14.35,14.869,829.99,7:22,34 19.2899 N,120 49.3518 W,2.2,15.91,14.802,810.12,7:29,34 19.3635 N,120 49.6349 W,1.7,15.94,14.751,826.28,0:12,3-4,"MMS, NG, CI, BD",General Oceanics,,,,U-16454,B100-20_CCE2_pressure,101.67,,,,,,Bongo 200 and Bongo 100,B30498,100  µm (outboard),120.5,381761,399019,17258,B30497,200  µm (inboard),121.25,449921,473729,23808,141,30,20,100,0,NA,NA,"75/35, 141/41, 75/44, 0/46",0,1,1,0,,,,,
238,P182.E.WCOA21,182,,E,WCOA21,,,B200_SCORP_EtOH,SCORP,Bongo 200,,,,,,,,,,,,,,,,,,,,,,SCORP,B100-200_SCORP,19-Jul-21,60,10:48,34 04.6252 N,119 33.0992 W,1.5,2.28,19.604,80.58,10:52,34 04.6566 N,119 33.2046 W,1.6,4.10,19.603,80.92,10:58,34 04.7050 N,119 33.3659 W,1.3,4.55,19.599,81.47,0:10,0-1,"MMS, NG, CI, BD",General Oceanics,,,,U-16454,B100-200_SCORP_pressure,60.09,,,,,,Bongo 200 and Bongo 100,B30498,100  µm (outboard),120.5,399020,413877,14857,B30497,200  µm (inboard),121.25,473733,492209,18476,85,30,20,60,0:20,NA,NA,"40/40, 85/46, 40/50, 0/40",1,0,1,0,,,,,
241,P183.E.WCOA21,183,,E,WCOA21,,,B200_90-28_EtOH,90-28,Bongo 200,,,,,,,,,,,,,,,,,,,,,,90-28,B100-200_90-28,20-Jul-21,100,10:47,33 28.8820 N,117 47.2007 W,0.6,4.01,20.312,402.84,10:53,33 28.8947 N,117 47.3289 W,1.1,3.56,20.614,416.87,11:01,33 28.9013 N,117 47.4959 W,0.9,2.04,20.178,474.56,0:14,0-1,"MMS, NG, CI, BD",General Oceanics,,,,U-16454,B100-200_90-28_pressure,106.71,,,,,,Bongo 200 and Bongo 100,B30498,100  µm (outboard),120.5,413896,436592,22696,B30497,200  µm (inboard),121.25,492338,518235,25897,141,30,20,100,0,NA,NA,"75/48, 141/50, 75/52, 0/51",1,0,1,0,,,,,
244,P184.E.WCOA21,184,,E,WCOA21,,,B200_90-35_EtOH,90-35,Bongo 200,,,,,,,,,,,,,,,,,,,,,,90-35,B100-200_90-35,21-Jul-21,100,6:08,33 14.2485 N,118 16.5831 W,1.7,12.73,20.457,1061.89,6:13,33 14.1754 N,118 16.7485 W,1.6,13.91,20.481,1103.87,6:21,33 14.0784 N,118 16.9544 W,1.6,13.63,20.466,1137.29,0:13,0-3,"MMS, NG, CI, ST",General Oceanics,,,,U-16454,B100-200_90-35_pressure,97.78,,,,,"Did not record flow meter readings at start of tow, so using final readings from tow on previous day",Bongo 200 and Bongo 100,B30498,100  µm (outboard),120.5,436592,455695,19103,B30497,200  µm (inboard),121.25,518235,542570,24335,141,30,20,100,0:15,NA,NA,"75/48, 141/47, 75/49, 0/39",1,0,1,0,,,,,
247,P185.E.WCOA21,185,,E,WCOA21,,,B200_90-60_EtOH,90-60,Bongo 200,,,,,,,,,,,,,,,,,,,,,,90-60,B100-200_90-60,22-Jul-21,100,8:52,32 25.4063 N,119 58.2119 W,1.5,17.48,17.196,980.92,8:57,32 25.4722 N,119 58.3394 W,1.6,17.19,17.191,1015.88,9:05,32 25.5656 N,119 58.5115 W,1.6,19.74,17.183,1032.12,0:13,4-6,"MMS, NG, CI, BD",General Oceanics,,,,U-16454,B100-200_90-60_pressure,95.79,,,,,"flow meters spinning when net was out of water, before they could be read after recovery",Bongo 200 and Bongo 100,B30498,100  µm (outboard),120.5,455818,478710,22892,B30497,200  µm (inboard),121.25,542607,569090,26483,141,30,20,100,0,NA,NA,"75/43, 141/47, 75/43, 0/50",1,0,1,0,,,,,
250,P186.E.WCOA21,186,,E,WCOA21,,,B200_P02-12_EtOH,P02-12,Bongo 200,,,,,,,,,,,,,,,,,,,,,,P02-12,B100-200_P02-12,23-Jul-21,100,8:36,31 46.6888 N,120 15.8398 W,1.6,18.22,17.498,4027.60,8:41,31 46.7668 N,120 15.9599 W,1.5,14.86,17.501,4019.04,8:58,31 46.9882 N,120 16.3860 W,1.6,15.63,17.506,4015.55,0:22,4-6,"MMS, CI, NG, BD",General Oceanics,,,,U-16454,B100-20_P02-12_pressure,109.35,,,,,,Bongo 200 and Bongo 100,B30498,100  µm (outboard),120.5,478474,506829,28355,B30497,200  µm (inboard),121.25,569882,612529,42647,141,30,10,100,0:20,NA,NA,"75/44, 141/42, 75/42, 0/39",1,0,1,0,,,,,
254,P187.E.WCOA21,187,,E,WCOA21,,,B335_QC85_EtOH,QC85,Bongo 335,,,,,,,,,,,,,,,,,,,,,,QC85,B335_QC85,25-Jun-21,100,9:58,51 27.6830 N,130 50.8994 W ,1.8,13.06,DNR,1492.45,10:04,51 27.8444 N ,130 50.8666 W,1.3,13.23,DNR,1554.44,10:28,51 28.5319 N,130 50.3950 W,2.1,12.79,DNR,1716.41,0:30,6-8,"MMS, NG, BD",General Oceanics,,,,U-16462,B335_QC85_pressure,125.54,,,,,*oscillating but finally stabilized within target range; needed more time at depth 1 to stablize wire angle; ship speed around 2 kts on ascent,Bongo 335,B30496,335  µm  - 1 (outboard),120.75,55,53657,53602,B3094,335  µm - 2 (inboard),121.25,10,54495,54485,141,30,10,100,,25,2:00,"75/35,141/31-55*, 35/45, 0,49",,,,,6:30,0,1,1,0
257,P188.E.WCOA21,188,,E,WCOA21,,,B335_QC43_EtOH,QC43,Bongo 335,,,,,,,,,,,,,,,,,,,,,,QC43,B335_QC43,26-Jun-21,100,9:00,51 28.4276 N,130 49.7460 W,1.4,12.03,DNR,1821.84,9:07,52 01.6198 N,129 59.0298 W,1.7,21.24,DNR,127.71,9:14,52 01.7624 N,129 59.1951 W,1.6,23.31,DNR,126.85,0:14,4-6,"MMS, NG, BD",General Oceanics,,,,U-16462,B335_QC43_pressure,111.59,,,,,,Bongo 335,B30496,335  µm  - 1 (outboard),120.75,53669,81909,28240,B3094,335  µm - 2 (inboard),121.25,135079,163040,27961,141,30,20,100,,NA,NA,"75/40, 141/45, 75/40, 35/40, 0/50",,,,,0,2,0,1,0
260,P189.E.WCOA21,189,,E,WCOA21,,,B335_BS64_EtOH,BS64,Bongo 335,,,,,,,,,,,,,,,,,,,,,,BS64,B335_BS64,27-Jun-21,100,10:13,48 10.0049 N,126 36.3643 W,1.1,9.58,15.217,2493.8,10:19,48 09.8984 N,126 36.3634 W,1.1,9.05,15.164,2494.82,10:36,48 09.6059 N,126 36.3479 W,1,8.32,15.052,2500.61,0:23,2-4,"MMS, NG, BD",General Oceanics,,,,U-16462,B335_BS64_pressure,114.54,,,,,,Bongo 335,B30496,335  µm  - 1 (outboard),120.75,81967,120507,38540,B3094,335  µm - 2 (inboard),121.25,163486,202614,39128,141,30,10,100,,NA,NA,"75/43, 141/44, 75/42, 35/49, 0/45",,,,,2:16,1,0,1,0
263,P190.E.WCOA21,190,,E,WCOA21,,,B335_BS6_EtOH,BS6,Bongo 335,,,,,,,,,,,,,,,,,,,,,,BS6,B335_BS6,28-Jun-21,70,8:33,48 48.5288 N,125 29.7293 W,1.3,6.37,13.486,102.01,8:38,48 48.4631 N,125 29.5805 W,1.4,6.36,12.942,101.15,8:44,48 48.3754 N,125 29.4752 W,1.1,6.98,16.076,103.67,0:11,0-2,"MMS, NG, BD",General Oceanics,,,,U-16462,B335_BS6_pressure,63.9,,,,,*came up to 54° and then stabilized back in range during pause at botom depth,Bongo 335,B30496,335  µm  - 1 (outboard),120.75,120526,139465,18939,B3094,335  µm - 2 (inboard),121.25,202701,222494,19793,100,30,20,70,,NA,NA,"35/49, 100/50*, 75/49.5, 35/44, 0/38",,,,,1:15,1,0,1,0
266,P191.E.WCOA21,191,,E,WCOA21,,,B335_ChaBa_EtOH,ChaBa,Bongo 335,,,,,,,,,,,,,,,,,,,,,,ChaBa,B335_ChaBa,29-Jun-21,70,8:04,47 58.1960 N,124 55.2574 W,1.9,15.21,12.203,87.29,8:08,47 58.0860 N,124 55.1556 W,1.5,15.87,14.787,84.26,8:20,47 57.7986 N,124 54.9739 W,0.9,15.29,14.785,83.67,0:16,4-6,"MMS, NG, BD",General Oceanics,,,,U-16462,BS335_ChaBa_pressure,76.13,,,,,,Bongo 335,B30496,335  µm  - 1 (outboard),120.75,139508,172185,32677,B3094,335  µm - 2 (inboard),121.25,222502,255899,33397,105,20,10,70,,NA,NA,"50/41, 105/44, 50/37, 0/55",,,,,0,1,0,1,0
269,P192.E.WCOA21,192,,E,WCOA21,,,B335_CR40_EtOH,CR40,Bongo 335,,,,,,,,,,,,,,,,,,,,,,CR40,B335_CR40,30-Jun-21,100,8:32,46 07.0757 N,124 53.9207 W,1.7,15.89,16.206,1320.09,8:38,46 06.9594 N,124 53.8315 W,1.3,16.68,16.243,1320.2,8:45,46 06.8168 N,124 53.7123 W,1.5,14.99,16.245,1300.59,0:13,4-6,"MMS, NG, BD",General Oceanics,,,,U-16462,B335_CR40_pressure,105.9,,,,,,Bongo 335,B30496,335  µm  - 1 (outboard),120.75,172189,195106,22917,B3094,335  µm - 2 (inboard),121.25,255874,279351,23477,141,30,20,100,,NA,NA,"75/39, 141/44, 75/47, 0/50",,,,,0,1,1,1,1
272,P193.E.WCOA21,193,,E,WCOA21,,,B335_CR24_EtOH,CR24,Bongo 335,,,,,,,,,,,,,,,,,,,,,,CR24,B335_CR24,1-Jul-21,100,8:25,46 07.7820 N,124 32.1268 W,1.1,8.29,16.93,137.01,8:30,46 07.8463 N,124 32.1790 W,1.6,8.17,16.956,136.83,8:39,46 07.9724 N,124 32.2713 W,0.6,6.04,16.984,138.15,0:14,6-8,"MMS, NG, BD",General Oceanics,,,,U-16462,B335_CR24_pressure,120.82,,,,,some wire angle challenges on the ascent ,Bongo 335,B30496,335  µm  - 1 (outboard),120.75,195105,215356,20251,B3094,335  µm - 2 (inboard),121.25,279384,301843,22459,141,30,20,100,,NA,NA,"75/38, 141/50, 75/24, 0/51",,,,,1:00,1,0,1,0
275,P194.E.WCOA21,194,,E,WCOA21,,,B335_C41_EtOH,C41,Bongo 335,,,,,,,,,,,,,,,,,,,,,,C41,B335_C41,2-Jul-21,100,9:02,47 06.5887 N,125 11.7393 W,1.5,9.06,15.639,1619.58,9:07,47 06.4678 N,125 11.6311 W,1.6,7.62,15.613,1597.38,9:14,47 06.2786 N,125 11.6059 W,1.8,8.5,15.584,1572.36,0:12,4-6,"MMS, NG, BD",General Oceanics,,,,U-16462,B335_C41_pressure,108.25,,,,,,Bongo 335,B30496,335  µm  - 1 (outboard),120.75,215368,238450,23082,B3094,335  µm - 2 (inboard),121.25,301864,325875,24011,141,30,20,100,,NA,NA,"75/46, 141/49, 75/48, 0/41",,,,,0,1,0,1,0
278,P195.E.WCOA21,195,,E,WCOA21,,,B335_NH10_EtOH,NH10,Bongo 335,,,,,,,,,,,,,,,,,,,,,,NH10,B335_NH10,4-Jul-21,surface,8:01,44 39.0699 N,124 17.7500 W,1,13.28,13.61,75.31,NA,NA,NA,NA,NA,NA,NA,8:21,44 39.2683 N,124 18.1437 W,0.9,13.54,13.582,75.78,0:20,6-8,"MMS, NG, BD",General Oceanics,,,,U-16462,B335_NH10_pressure,2.89,,,,,deploying bongo like neuston -- because shallow and lot of algae,Bongo 335,B30496,335  µm  - 1 (outboard),120.75,238474,262558,24084,B3094,335  µm - 2 (inboard),121.25,325907,353372,27465,NA,NA,NA,surface,,NA,NA,NA,,,,,20:00,1,0,1,0
281,P196.E.WCOA21,196,,E,WCOA21,,,B335_HH20_EtOH,HH20,Bongo 335,,,,,,,,,,,,,,,,,,,,,,HH20,B335_HH20,5-Jul-21,100,8:56,44 00.4614 N,124 36.5830 W,2.3,11.85,14.25,147.85,9:02,44 00.2597 N,124 36.6559 W,1.9,6.41,14.236,143.88,9:10,44 00.0190 N,124 36.7654 W,1.8,10.73,14.211,144.99,0:14,4-6,"MMS, NG, BD",General Oceanics,,,,U-16462,B335_HH20_pressure,84.39,,,,,ship could not slow down to address wire angle,Bongo 335,B30496,335  µm  - 1 (outboard),120.75,262565,293656,31091,B3094,335  µm - 2 (inboard),121.25,353426,385336,31910,141,30,20,100,,NA,NA,"75/50, 141/54, 75/60, 0/35",,,,,1:00,,1,0,1
284,P197.E.WCOA21,197,,E,WCOA21,,,B335_B66_EtOH,B66,Bongo 335,,,,,,,,,,,,,,,,,,,,,,B66,B335_B66,6-Jul-21,100,9:13,41 43.9061 N,125 40.5005 W,1.3,20.52,15.463,2874.09,9:19,41 44.0290 N,125 40.5793 W,1.3,18.17,15.469,2885.77,9:34,41 44.2892 N,125 40.7589 W,1.1,23.39,15.476,2890.64,0:21,8-10,"MMS, NG, BD",General Oceanics,,,,U-16462,B335_B66_pressure,91.2,,,,,slow recovery speed because other nets had so little biomass,Bongo 335,B30496,335  µm  - 1 (outboard),120.75,293747,337647,43900,B3094,335  µm - 2 (inboard),121.25,385490,429869,44379,141,30,10,100,,NA,NA,"75/53, 141/53, 75/49, 0/42",,,,,0:30,1,0,1,0
287,P198.E.WCOA21,198,,E,WCOA21,,,B335_PA3_EtOH,PA3,Bongo 335,,,,,,,,,,,,,,,,,,,,,,PA3,B335_PA3,10-Jul-21,75,7:45,38 53.7982 N,123 47.4305 W,1.4,22.55,10.746,93.51,7:50,38 53.8850 N,123 47.5162 W,1.0,17.07,10.767,93.19,8:01,38 54.0312 N,123 47.6620 W,1.0,20.94,10.781,94.91,0:16,8-10,"MMS, NG, CI, BD",General Oceanics,,,,U-16462,B335_PA3_pressure,78.17,,,,,,Bongo 335,B30496,335  µm  - 1 (outboard),120.75,336113,365802,29689,B3094,335  µm - 2 (inboard),121.25,547292,576838,29546,106,30,10,75,,NA,NA,"75/56, 106/50, 75/43, 0/51",,,,,0:15,1,0,1,0
290,P199.E.WCOA21,199,,E,WCOA21,,,B335_PR15_EtOH,PR15,Bongo 335,,,,,,,,,,,,,,,,,,,,,,PR15,B335_PR15,11-Jul-21,70,9:20,37 52.1121 N,123 04.5959 W,1.7,19.73,11.561,84.82,9:24,37 52.1609 N,123 04.6866 W,1.2,19.37,11.552,86.06,9:29,37 52.2281 N,123 04.8142 W,1.2,16.58,11.519,85.20,0:09,6-8,"MMS, NG, CI, BD",General Oceanics,,,,U-16462,B335_PR15_pressure,66.35,,,,,bongo nets ripped during a storm; first tow with new replacement nets; flow meters also refilled; bad wire angle on recovey,Bongo 335,B30496,335  µm  - 1 (outboard),120.75,366175,386660,20485,B3094,335  µm - 2 (inboard),121.25,576934,597517,20583,99,30,20,70,,NA,NA,"75/49, 99/50, 75/51, 0/44",,,,,0:10,1,0,1,0
293,P200.E.WCOA21,200,,E,WCOA21,,,B335_GGTX1_EtOH,GGTX1,Bongo 335,,,,,,,,,,,,,,,,,,,,,,GGTX1,B335_GGTX1,13-Jul-21,90,6:31,37 38.6721 N,123 01.3423 W,1.8,15.28,11.836,108.31,6:36,37 38.6494 N,123 01.5259 W,1.9,16.06,11.859,110.69,6:49,37 38.7939 N,123 01.9576 W,1.7,15.86,11.999,112.40,0:18,4-6,"MMS, NG, CI, ST",General Oceanics,,,,U-16462,B335_GGTX1_pressure,91.46,,,,,,Bongo 335,B30496,335  µm  - 1 (outboard),120.75,386684,424081,37397,B3094,335  µm - 2 (inboard),121.25,597652,636344,38692,127,30,10,90,,NA,NA,"75/35, 127/40, 75/54, 0/49",,,,,0,1,0,1,0
296,P201.E.WCOA21,201,,E,WCOA21,,,B335_ML60_EtOH,ML60,Bongo 335,,,,,,,,,,,,,,,,,,,,,,ML60,B335_ML60,14-Jul-21,100,8:50,36 27.1003 N,122 45.7857 W,1.6,12.59,14.751,2905.23,8:55,36 27.1956 N,122 45.9573 W,2.4,11.03,14.754,2913.26,9:03,36 27.3463 N,122 46.2223 W,1.8,13.72,14.761,3318.08,0:13,6-8,"MMS, NG, CI, BD",General Oceanics,,,,U-16462,B335_ML60_pressure,101.99,,,,,,Bongo 335,B30496,335  µm  - 1 (outboard),120.75,424255,447878,23623,B3094,335  µm - 2 (inboard),121.25,636426,660453,24027,141,30,20,100,,NA,NA,"75/35, 141/50, 75/51, 0/35",,,,,0,1,0,1,0
